User_Id,Place_Id,Place_Ratings
3176,36,2.5
2471,25,3.2
2807,35,2.5
2078,31,3.2
1823,34,3.4
1898,40,3.5
2838,3,1.9
3601,36,3.5
3822,15,4.7
2671,20,2.7
2287,22,2.6
4281,6,2.0
2885,21,3.2
277,30,4.4
4620,37,4.0
4972,6,2.8
2376,25,2.1
337,16,3.5
60,8,3.3
517,31,1.6
4503,15,2.1
527,5,4.2
4715,22,4.4
4751,8,1.7
1314,16,2.5
2947,20,1.6
1070,36,3.5
2050,15,2.8
1523,4,1.7
1561,39,3.7
2702,34,3.9
2364,27,3.7
2081,7,2.3
1686,17,2.7
1197,13,4.0
179,18,1.0
4022,34,3.4
4800,11,3.8
1626,12,3.2
2655,14,3.9
3558,6,3.5
4700,1,1.5
3199,9,4.2
2583,15,2.4
725,16,1.1
4375,1,2.3
2573,27,1.5
4044,35,3.7
4284,23,4.9
4069,21,3.9
4057,26,2.4
91,4,3.5
4009,13,1.4
967,34,2.4
4102,35,3.1
597,6,4.2
4128,41,4.7
1922,8,1.9
2022,10,3.9
937,9,2.9
3846,23,4.6
2093,12,2.2
1577,14,3.2
3834,2,2.7
890,29,2.8
3171,31,3.2
609,14,1.2
3281,39,1.1
3532,17,2.7
2005,36,2.7
2901,23,2.8
4581,19,1.3
548,23,2.1
2298,8,4.5
2682,31,2.9
3107,3,4.6
1599,32,4.8
800,19,2.2
1403,37,2.3
1084,3,4.1
2323,15,1.5
2863,22,4.8
3072,27,1.5
3191,18,4.5
1953,3,3.1
4268,38,3.2
2828,39,1.9
444,4,1.8
1726,6,1.2
3502,3,3.7
19,19,3.0
1356,6,1.7
3197,27,2.2
4113,14,3.1
3510,26,2.0
1040,35,2.9
2083,12,2.7
3300,11,2.9
2671,17,4.7
2041,32,4.0
2596,37,4.8
3077,11,2.3
4306,20,3.0
3631,16,3.7
4006,19,3.3
3064,40,4.5
3582,27,2.2
2886,29,4.5
2235,35,3.5
34,17,2.0
3350,34,3.8
1144,29,1.8
4626,1,4.8
3766,12,1.3
2009,39,2.3
3002,17,4.4
4356,10,3.3
1015,21,4.2
2202,3,4.8
2618,25,1.6
4592,11,4.4
4490,3,1.1
530,31,1.1
4453,3,3.2
799,38,4.8
1958,27,1.6
1688,17,1.5
4635,2,2.6
3566,29,4.0
1907,24,2.1
105,10,4.3
2906,5,3.7
2967,5,2.7
132,33,1.1
296,10,3.3
2076,34,4.9
1417,4,2.4
3126,39,1.9
3523,32,1.3
393,35,1.7
2883,40,2.4
2218,28,4.5
2372,22,2.1
1586,18,3.8
4623,13,3.7
826,41,2.9
2712,27,3.0
4645,3,1.9
506,33,2.1
201,30,4.2
1165,33,1.7
1009,8,2.6
4355,33,2.1
3206,5,1.1
2332,41,3.2
820,26,3.3
846,4,1.5
997,4,2.3
2660,20,4.6
1553,21,4.0
1099,39,1.6
652,19,1.5
4111,3,3.3
3329,37,1.8
682,6,2.6
4769,4,1.4
2391,11,4.8
252,28,2.7
1124,39,4.2
2096,40,4.7
4152,25,4.7
3424,22,1.3
431,3,4.3
578,7,2.3
4862,14,1.4
1910,18,3.1
1352,21,1.0
2381,22,1.3
2727,29,3.9
3313,16,1.5
520,3,3.1
4961,3,3.9
4828,4,2.1
571,3,2.4
415,21,2.4
22,6,1.2
4442,14,3.8
1396,26,3.8
3966,37,3.6
2415,39,2.0
2686,19,4.2
730,25,3.7
587,23,3.2
836,18,1.6
3117,34,3.2
2958,33,3.0
4762,34,3.3
37,38,4.7
4918,32,2.3
1771,3,4.8
3229,20,3.0
3093,34,4.1
4129,25,2.3
484,26,2.5
3917,14,1.7
2026,7,1.9
1471,24,3.6
950,18,4.0
2406,32,1.7
4942,5,3.1
4037,11,4.8
4111,40,2.1
1434,18,4.0
4380,25,3.6
4673,12,2.7
1649,33,4.6
906,9,1.5
3402,7,2.7
1422,16,3.1
662,27,1.4
2265,41,4.5
2100,38,3.4
3383,34,4.9
1435,1,1.1
3001,6,2.2
2716,15,3.9
3014,19,1.4
1056,23,3.9
2432,2,4.6
4195,22,2.8
24,19,1.2
4483,20,2.3
1644,6,1.7
1253,3,4.8
2265,41,1.2
3956,38,4.6
934,10,2.6
4368,24,2.4
3360,30,2.1
743,10,2.1
2146,9,1.3
2112,16,1.8
4827,24,4.8
1304,34,3.1
1351,23,2.5
3314,22,3.7
127,9,4.9
4353,10,3.7
3728,38,2.2
3780,12,2.5
467,18,2.3
2318,14,1.1
4590,8,3.1
3295,9,4.4
357,13,2.5
4137,25,3.8
3979,26,2.6
4502,34,2.2
2608,9,3.5
2673,34,4.1
1320,19,3.5
925,38,3.0
2339,28,2.4
3675,32,3.4
642,27,4.5
2180,41,4.3
4706,18,2.8
189,7,1.5
2342,38,4.3
2251,30,3.6
4221,9,3.8
3084,27,3.5
714,33,1.0
775,41,3.8
3875,27,3.1
1716,7,3.1
4786,8,1.0
2917,28,1.5
156,5,1.3
512,10,3.9
3189,40,2.8
177,16,4.6
4383,33,4.1
100,17,3.1
105,15,3.8
3419,25,3.7
4573,18,3.4
1143,27,1.2
2314,18,5.0
4982,27,1.1
4731,20,2.8
1995,40,4.7
3840,38,4.1
640,23,1.9
1103,3,2.3
3320,3,3.6
2761,11,4.4
2343,12,4.3
2900,15,3.1
1974,19,1.9
3458,39,4.4
866,4,4.2
3170,11,2.9
4876,8,4.5
2713,15,3.5
934,8,3.4
56,16,2.5
2710,27,2.0
4415,38,2.6
3178,25,4.8
3795,29,1.3
1760,13,4.2
1198,10,4.2
543,30,4.2
345,37,4.2
3194,22,2.2
4965,18,2.9
4239,10,4.6
2336,38,3.4
855,1,1.4
3534,29,2.9
949,40,4.6
3880,25,2.6
3083,30,3.0
2673,20,3.7
1373,23,2.8
844,8,2.3
901,16,4.0
4048,23,4.1
2935,14,3.9
222,40,4.1
1349,32,4.0
2493,3,1.3
3014,16,2.9
892,12,1.4
2832,15,4.0
1273,6,3.5
2099,12,2.9
4047,20,2.9
2026,10,1.1
1016,7,1.9
426,26,2.0
3702,26,2.5
1244,9,2.6
4700,29,1.0
500,3,3.1
3700,38,3.4
957,10,3.1
3592,8,2.8
3439,30,3.5
1958,34,4.0
348,32,2.8
3644,1,4.2
240,10,2.1
459,25,2.7
3237,8,3.1
1140,5,2.5
164,4,1.1
2099,2,2.5
2705,26,3.7
4197,24,4.8
243,24,1.4
2687,35,3.8
3524,8,1.8
728,24,2.1
2553,16,1.4
4292,21,1.4
953,6,5.0
4215,7,1.0
1796,29,1.3
2019,39,1.6
658,8,3.2
2332,39,1.9
4146,3,3.6
4195,2,3.4
341,9,3.9
1676,41,1.0
4610,32,5.0
1642,32,3.1
1507,28,4.4
55,28,4.3
3655,17,4.4
2353,30,4.5
4851,11,2.9
3875,34,4.2
853,26,1.2
4003,6,2.2
904,7,3.1
869,40,3.3
1355,20,4.8
3994,36,4.6
4960,32,2.0
4568,23,3.0
665,15,1.5
4589,17,4.2
3158,32,2.3
3092,1,2.6
319,8,4.3
1237,25,2.3
3243,12,3.9
3342,32,2.4
1422,26,2.4
3235,33,4.7
275,32,3.0
4456,14,2.2
1333,27,2.5
3334,27,1.6
3080,22,3.5
1086,36,2.8
1771,37,4.9
2099,9,3.6
3750,3,2.9
936,7,1.5
582,18,3.7
3996,20,2.5
814,18,2.7
2253,16,3.6
651,41,1.6
4945,9,1.1
2100,5,4.9
1279,29,4.4
3127,26,3.7
457,21,2.8
78,7,1.8
1183,24,2.8
3037,16,3.4
2233,40,1.6
2481,26,2.9
2382,24,3.7
1449,37,4.6
3031,31,2.0
3492,1,3.1
1990,18,4.2
2180,39,3.9
1731,21,1.8
2521,20,3.2
681,15,4.3
3852,27,2.7
2861,39,3.9
181,34,3.2
662,40,1.8
4113,18,3.5
3235,40,1.9
2234,35,2.9
228,24,1.7
2228,9,4.5
2931,3,4.6
4932,41,2.5
1938,9,3.9
2078,23,3.0
2697,7,4.1
4705,29,3.8
1500,3,2.4
4937,36,4.4
1006,22,2.0
4358,2,4.5
737,26,4.2
4652,8,1.4
1087,39,1.5
1435,8,3.9
4483,19,4.6
4419,29,2.5
1298,27,3.9
4305,5,2.7
1498,18,2.1
2591,7,3.2
2747,4,3.2
279,35,4.0
1071,20,2.1
1913,35,2.4
1319,21,2.6
318,26,3.8
4062,4,2.6
4526,14,2.6
1441,40,1.3
2337,10,4.3
289,1,2.2
3989,24,1.4
1158,24,1.1
326,18,3.3
1527,2,2.9
3743,27,4.8
4692,5,2.8
3472,35,3.3
2792,2,4.1
3795,19,1.6
1432,29,3.1
203,6,1.1
2216,9,1.3
3984,26,2.6
3893,11,1.5
2699,3,3.5
1120,9,1.1
1834,37,1.9
1028,34,3.6
3168,4,4.2
1146,34,4.2
3411,31,4.2
2108,22,4.7
1185,18,3.9
837,13,4.3
3032,4,1.5
202,21,4.6
1199,34,4.8
178,13,2.4
2689,12,3.7
3623,39,3.4
2573,14,5.0
1734,34,3.2
3801,38,1.1
1864,41,2.9
3320,16,3.0
497,5,2.4
2627,7,4.4
622,2,3.1
3883,36,2.5
2709,38,2.3
105,27,2.0
3563,12,3.1
2730,15,1.3
1006,28,3.8
2583,33,4.5
4976,36,2.6
4335,25,3.8
4819,20,2.6
3188,20,2.2
2529,16,3.7
1258,29,4.9
2221,36,2.6
1012,27,1.4
1632,5,4.2
2040,3,2.9
2635,17,4.4
194,23,2.6
4808,11,1.2
2692,32,4.9
1231,4,4.1
2596,32,4.4
1504,34,4.7
4386,2,3.5
3168,9,3.2
1834,35,3.3
2224,12,3.2
3856,15,3.7
2947,29,3.3
3363,28,2.6
2277,20,4.8
603,41,2.3
2435,14,1.6
2492,31,3.6
2645,10,1.4
3653,40,1.9
4217,10,2.2
4947,18,2.4
1367,12,3.9
2576,13,3.5
286,40,3.9
3303,36,1.2
1372,20,3.8
2835,13,1.8
3351,2,2.4
2501,29,1.8
706,35,1.2
2272,23,4.1
4535,10,1.9
4893,24,3.3
3754,40,2.1
1485,14,3.0
4926,9,1.3
4275,33,2.7
352,34,3.7
1533,11,3.3
3790,16,3.6
3276,28,4.9
3973,39,2.4
1131,19,4.5
3913,32,2.8
4629,16,4.0
945,20,1.6
3245,5,1.6
1241,21,1.5
3854,10,2.9
316,20,5.0
3689,20,3.5
1538,20,3.0
4661,29,1.6
1803,18,4.2
22,10,2.8
2043,33,2.9
3025,28,2.0
4910,6,4.2
1834,27,3.2
2402,16,1.9
4987,36,2.3
1415,30,3.2
4651,28,1.8
1500,18,4.7
2617,41,3.5
2933,26,3.4
4815,19,3.4
3947,26,3.8
1043,15,1.8
1107,33,3.1
3592,35,1.4
3070,10,1.8
3058,33,3.0
61,23,1.9
3675,18,2.6
696,8,4.0
2733,29,4.8
1156,25,3.0
2280,31,1.0
1861,17,1.9
2303,20,4.9
1834,30,1.1
2141,11,1.6
1867,23,2.3
2390,23,3.7
2606,23,1.8
1286,23,3.3
2480,33,4.3
3743,23,4.4
4364,28,1.6
2640,4,3.8
2489,31,4.3
174,25,1.2
1169,14,4.1
3401,15,2.4
2780,16,3.9
3299,25,4.9
2620,36,1.0
4022,4,2.3
2312,38,3.7
1776,27,4.8
1387,11,4.7
604,37,1.8
4366,7,3.5
4067,32,2.9
1468,36,2.9
430,38,3.4
4623,29,4.5
1234,12,4.7
1980,38,2.6
4688,26,2.9
3827,30,3.7
3362,10,1.3
3918,8,1.6
2702,6,2.5
1770,21,3.1
4925,17,2.1
3627,23,4.4
422,21,1.6
3975,26,3.6
4832,18,3.8
4451,25,4.6
4200,31,2.2
1676,20,1.9
46,36,3.9
4811,40,1.3
3356,4,1.0
3512,17,2.8
693,5,3.5
2316,29,1.3
2898,18,4.8
3935,14,2.3
542,20,3.8
3590,22,3.1
3569,1,4.2
2681,28,2.9
669,40,4.7
2572,41,3.8
2620,15,2.8
452,15,2.2
3982,31,4.5
3942,38,2.0
3852,20,3.9
4300,11,2.6
235,16,2.5
2820,7,4.5
1285,16,3.4
2772,30,2.6
3351,2,3.8
4377,8,3.6
2977,39,4.5
2371,19,2.6
4984,31,4.6
2049,3,4.8
645,17,2.9
4789,37,3.0
2632,40,1.5
243,2,1.9
3648,13,4.4
4835,39,2.4
1687,15,2.2
1764,33,3.9
3523,8,1.9
1800,21,3.4
3808,17,2.6
3287,9,4.5
4855,15,3.2
65,33,3.1
4426,33,1.1
4352,8,4.2
4391,27,2.0
4466,17,2.6
1707,3,4.3
2056,35,4.7
1884,34,4.9
4173,20,5.0
4343,14,1.2
3454,6,2.8
3917,35,2.0
2840,23,3.2
3757,20,2.3
2621,7,1.1
3142,30,2.4
3521,3,3.5
563,18,3.3
2070,1,4.1
196,33,4.5
3995,33,1.3
144,39,4.6
3744,5,3.3
3752,3,4.2
1413,15,1.8
417,5,2.6
1802,11,1.4
2068,2,2.1
4841,2,3.7
3360,21,2.1
1357,29,1.1
437,33,4.4
3062,15,2.5
2671,32,3.3
232,15,4.6
4777,19,1.7
564,28,3.4
4717,27,2.3
4284,37,3.9
783,39,2.8
3098,11,3.0
3014,31,4.1
2123,3,3.2
394,30,2.9
3415,6,4.8
2891,35,1.6
4268,4,3.2
1687,17,1.3
3267,40,4.6
4637,38,2.8
3074,13,3.0
2283,37,3.7
348,35,2.3
744,35,2.3
1567,34,4.4
3402,41,1.6
1198,39,3.8
2732,38,1.2
285,1,4.5
4186,35,4.2
3648,11,2.0
1403,4,2.3
2246,16,2.8
872,33,4.6
2904,20,4.5
4537,8,4.4
2111,8,4.4
1569,26,4.8
2190,17,4.4
1828,40,4.3
1056,2,2.3
4026,33,4.2
2257,20,3.0
3530,40,1.9
2609,24,2.0
4172,31,3.6
81,38,1.7
4896,17,2.5
3460,28,4.7
3948,10,4.0
886,38,4.1
4457,30,2.0
110,22,2.5
1439,14,4.6
1636,14,3.7
4307,3,5.0
1850,5,3.2
1461,38,1.5
1808,2,4.7
2869,3,2.8
1611,4,2.7
360,10,2.0
4358,13,2.6
3500,20,3.0
147,19,1.4
4505,10,4.4
2260,23,4.7
2382,41,4.7
47,18,3.2
1168,22,1.2
2979,35,4.9
2868,38,3.3
1822,11,5.0
1864,2,3.5
2479,5,3.6
2726,11,1.4
2635,16,4.3
4764,24,2.8
2429,14,2.0
3042,23,3.4
4836,29,1.1
518,32,3.0
2115,10,1.9
2148,41,2.0
3277,41,2.9
4707,13,3.8
2416,32,4.6
3846,9,3.2
4073,21,1.7
1048,27,2.6
3316,12,3.3
4208,34,3.9
3531,6,4.9
4248,21,1.2
464,2,2.7
419,30,2.8
3609,36,2.0
1658,15,4.9
227,20,3.5
3961,32,1.5
796,25,3.2
4809,1,4.8
3026,1,4.5
2676,17,1.3
3854,8,4.8
3093,13,3.8
3517,4,3.1
3994,28,4.1
4252,11,2.8
4756,23,2.7
3136,9,3.0
1084,2,1.6
1566,35,1.1
1683,28,3.0
1384,36,3.0
4697,39,4.5
2835,25,2.4
939,14,4.1
4551,10,1.8
536,26,4.5
4604,28,4.2
3147,38,2.2
3764,34,1.6
3942,26,1.1
3865,27,2.8
2855,34,2.7
3320,23,4.9
4502,20,3.2
4428,38,2.8
217,2,1.9
1575,26,3.9
4777,39,1.2
662,41,2.7
4517,34,3.0
2032,5,1.2
2188,38,2.5
3619,30,4.7
4747,9,1.6
988,27,4.7
4097,18,1.6
453,12,2.2
4295,33,1.5
1755,41,1.4
2834,41,4.9
2210,28,1.3
2307,7,2.8
2663,40,3.8
317,19,3.6
2283,24,3.4
4023,31,3.6
1215,30,3.3
3158,11,1.7
3393,28,5.0
4102,22,1.9
4974,3,3.5
419,29,2.0
2376,18,4.0
2326,34,3.5
2264,33,3.1
2424,5,3.6
4619,4,4.8
2246,17,2.4
4573,32,1.5
1336,12,3.6
4111,3,2.2
4818,31,4.2
3556,26,1.4
2779,11,1.1
3944,39,2.7
2776,20,3.2
1647,20,4.5
4897,14,3.7
4256,10,4.5
4916,28,3.5
1268,38,4.8
3157,9,3.5
4280,22,5.0
2358,34,1.3
835,12,1.3
1847,36,4.1
1239,24,4.5
2823,9,2.2
4091,15,3.1
1081,14,3.3
155,5,2.3
2655,1,2.0
1128,23,1.3
2679,4,1.6
2712,19,3.2
4339,12,2.4
2641,1,2.2
993,38,2.8
4094,36,2.9
1402,2,4.2
3106,33,1.5
3374,22,3.0
3009,19,3.0
2104,37,1.7
1587,28,4.3
4471,38,2.1
3606,26,3.7
2840,29,4.5
1136,18,4.8
2226,8,3.5
4838,11,3.4
1557,30,3.7
1429,2,1.7
3445,19,2.8
2653,35,3.9
3236,25,4.7
457,15,4.9
3012,29,1.6
2681,10,2.6
2284,19,4.0
4965,38,4.6
4719,2,3.2
3202,40,2.3
768,24,4.0
2199,1,3.7
3770,38,2.7
1836,13,1.9
2794,3,3.0
4742,29,1.5
2886,29,1.5
4742,31,2.8
3561,10,4.5
3683,3,4.3
1766,28,2.2
570,4,3.8
1117,26,3.5
3246,1,2.1
4773,40,2.2
3241,34,2.6
963,19,2.6
1172,19,4.6
1284,36,1.4
1831,19,3.5
1265,24,3.6
1806,21,2.0
468,13,2.8
1478,19,4.2
1408,17,4.3
4719,1,3.5
64,31,2.1
1019,13,2.3
220,34,1.6
3285,1,2.3
3266,19,1.2
948,20,4.9
1845,4,2.5
4292,4,2.9
3785,27,4.7
3368,36,1.9
3703,38,2.2
928,34,3.3
1888,32,1.3
265,21,1.9
597,14,3.9
139,39,4.7
3748,41,2.9
1159,16,2.0
3571,27,3.1
3841,5,1.3
1926,7,1.0
3691,1,1.8
557,6,3.8
4005,9,1.4
4154,34,1.7
3071,8,1.8
4502,1,3.0
3498,35,3.5
3136,1,4.7
3528,21,4.7
1236,5,4.6
4829,38,2.5
4127,35,1.9
2595,20,2.5
210,8,2.3
2093,20,2.9
538,9,3.9
2604,33,2.4
2714,12,1.5
246,1,3.7
2242,36,2.4
2628,16,1.8
3671,24,3.5
2918,13,1.4
3422,31,4.2
1005,20,3.6
755,9,4.4
3626,18,1.4
530,36,4.7
1997,1,4.2
4479,8,1.1
2420,15,1.5
473,6,3.0
569,15,1.8
3138,4,4.5
2484,27,1.3
4629,31,2.3
1314,13,3.1
541,20,2.3
422,1,2.5
1722,21,2.7
3723,38,4.9
2923,39,1.8
4942,41,1.8
755,37,2.3
4891,17,4.0
1069,40,4.3
720,13,4.2
364,24,2.4
2102,40,3.7
4565,27,3.9
1278,11,1.4
2747,38,1.1
3442,41,4.9
3183,39,4.2
3004,32,1.3
4852,32,1.7
3103,18,3.3
1460,12,4.1
1142,31,3.8
2724,8,4.9
847,33,4.5
1071,34,2.7
1716,34,4.6
4994,2,2.1
2047,11,3.1
2225,18,1.4
50,35,2.0
2762,23,1.8
3,29,4.1
1831,12,3.1
2265,36,1.9
4533,18,2.0
2954,36,2.3
3373,31,2.2
1446,33,2.8
3302,34,1.1
403,12,3.4
2821,41,2.9
443,33,1.7
2817,40,3.9
2336,39,3.7
1442,9,1.9
3727,6,2.3
3114,22,2.6
4991,33,2.8
868,20,1.3
2255,6,1.6
806,16,4.3
3935,1,4.1
2794,13,2.2
3987,19,3.5
1247,18,3.0
208,31,4.0
2549,41,4.9
3554,5,1.8
3339,26,1.1
1940,22,1.4
3011,13,2.5
1692,22,4.0
3204,27,4.2
889,31,1.8
3200,25,2.7
4632,6,1.7
2938,17,1.7
4852,23,2.8
3524,9,2.1
617,23,2.1
3259,30,3.0
2446,34,2.1
1757,16,3.4
1579,17,4.9
1197,2,4.6
3413,21,5.0
1432,1,3.0
1407,26,1.4
3417,41,5.0
4062,3,1.3
38,36,2.8
3902,10,4.8
1556,23,4.0
1249,30,4.0
4305,4,1.5
170,19,2.9
1784,16,3.4
2995,17,2.6
792,14,4.0
2968,22,2.7
909,6,2.3
1101,8,3.7
2426,23,2.5
3158,12,4.5
4492,13,1.5
2512,22,1.7
98,22,3.3
3336,3,3.6
304,2,1.2
3558,20,2.4
590,9,1.0
2425,17,2.0
2702,6,2.7
1033,8,2.0
3617,6,3.5
86,4,4.4
2199,24,2.6
4216,28,2.1
615,37,2.9
4586,40,1.9
2412,25,4.0
836,2,4.4
4898,1,2.6
3568,26,1.0
2603,34,1.0
3140,26,3.4
2525,7,3.1
1808,18,4.0
1455,3,3.9
2980,14,4.9
789,28,4.0
3671,18,1.4
3347,1,1.0
3770,16,2.9
3048,13,2.1
1968,17,4.7
17,4,1.1
2173,7,4.6
2579,14,3.7
3891,18,1.2
4372,19,2.7
4105,21,1.9
3085,12,4.0
2648,37,3.0
123,40,3.7
1510,40,2.7
3707,35,1.5
3228,20,3.0
3561,23,1.1
2526,22,2.1
1609,4,2.6
560,32,3.8
1163,24,1.3
4458,10,4.2
1874,34,3.6
2959,21,2.4
3228,33,3.9
4353,24,2.9
4748,37,3.9
2257,25,3.3
1748,33,1.3
171,8,3.1
4806,25,2.7
1515,29,1.7
505,18,4.8
3300,3,3.1
807,7,3.5
1660,23,1.2
2107,34,1.7
334,30,3.9
1804,15,3.3
2899,32,3.1
19,5,2.4
278,37,1.5
3663,14,2.9
2196,16,3.9
4919,33,4.8
1116,26,1.5
3804,37,1.6
4285,18,2.3
2772,28,4.6
1313,38,2.8
3848,13,3.6
1939,13,4.2
328,39,1.2
4397,38,2.3
2579,39,1.9
3290,24,4.1
2289,19,4.1
3256,33,1.5
1153,34,1.4
230,38,2.3
1550,15,4.3
1398,29,3.2
2527,1,4.2
1557,15,3.9
1505,1,3.9
809,40,1.8
3704,9,5.0
4974,6,1.1
324,38,3.8
1774,27,2.2
4391,9,2.1
4249,10,3.3
3884,4,2.2
1131,36,4.8
4510,18,3.0
3168,7,1.7
4599,7,2.9
3291,8,2.0
3812,9,3.6
886,41,2.7
3583,23,2.0
1513,33,1.7
3716,8,4.7
4332,16,4.4
11,3,3.2
2349,40,2.6
2724,35,3.2
2671,20,2.2
1543,30,4.1
1050,30,1.0
1910,33,3.9
3693,23,4.6
24,20,4.0
4301,30,1.4
1806,9,3.4
1826,1,4.5
3135,39,2.5
4928,37,3.5
181,39,3.5
3665,17,1.6
3336,11,2.7
4066,29,1.6
3178,37,4.4
2800,41,4.6
1020,10,3.0
4137,40,4.8
2428,41,3.4
3405,29,4.4
4724,22,1.9
828,36,2.9
865,2,3.1
4055,10,4.0
1775,32,1.3
2882,26,3.0
4322,28,3.5
4184,24,4.7
1165,7,4.4
2354,20,2.0
1727,10,3.4
146,1,4.1
1186,22,3.7
4847,7,4.2
946,4,1.0
4943,4,3.1
2778,14,1.1
1554,29,3.0
918,1,1.1
4105,2,3.2
2522,23,4.4
1871,6,2.7
2550,13,3.6
1613,31,4.3
1921,21,3.4
2639,11,1.9
1028,27,2.9
1974,4,3.1
3043,28,1.3
3233,22,2.0
2377,11,4.3
2118,40,1.4
2123,22,3.0
3240,21,2.9
2403,4,3.9
1315,31,3.8
4447,16,1.5
4878,36,2.5
2253,19,2.7
2432,27,3.5
3619,15,2.1
134,30,4.2
4253,3,3.2
4569,8,3.7
4647,24,2.4
3203,18,2.3
444,5,1.3
865,31,1.3
2930,9,3.4
4020,17,2.8
167,3,1.4
3947,40,4.5
2509,16,2.4
3589,3,4.7
660,7,3.2
4991,10,4.1
1937,18,1.2
3857,37,3.0
92,33,4.7
844,35,3.4
4514,4,4.7
989,23,2.1
3419,16,1.1
1550,3,3.7
920,4,4.4
1946,41,3.7
464,10,4.8
2098,31,1.8
3472,36,1.3
4245,4,3.9
672,34,1.8
344,39,3.5
273,18,2.3
2429,16,2.4
4046,26,4.4
43,20,4.4
3165,16,4.6
3861,22,3.9
3750,37,1.5
2770,19,4.3
775,27,2.9
122,3,2.5
2536,38,2.2
2758,31,1.1
4133,13,1.5
1552,16,4.2
4929,40,3.9
3865,22,1.5
3941,20,4.3
3225,28,3.9
813,18,2.7
635,17,4.7
2004,20,2.7
3140,13,2.3
3422,25,1.8
3618,31,1.5
2623,6,4.1
1047,33,1.1
3535,1,2.4
1390,12,4.3
2050,11,5.0
240,26,4.1
122,25,4.2
4365,34,4.7
18,31,3.6
2420,29,1.3
3231,8,3.8
4980,18,3.2
2649,33,3.6
4137,32,1.7
3843,7,3.3
271,34,2.5
3436,11,4.8
2573,41,4.6
3957,11,3.2
2891,24,3.4
3529,8,3.4
1666,5,2.2
3744,6,4.0
3777,22,4.8
247,28,4.0
2573,29,2.0
4157,32,2.0
2437,31,1.1
2095,1,4.3
636,16,4.9
4858,36,3.1
2342,36,2.7
1220,21,4.8
4642,4,2.8
4914,25,2.2
1047,15,2.2
2659,31,4.5
2749,21,3.8
2840,15,2.6
109,41,4.1
4201,8,2.1
2417,36,3.0
2883,27,2.6
1267,26,1.8
3833,19,1.0
3289,11,2.2
349,28,1.6
3488,6,3.9
3080,2,3.9
1033,16,4.7
1090,19,3.6
2637,12,2.2
3118,36,3.6
1804,35,1.5
2442,4,3.3
2424,21,1.6
956,37,1.4
4400,6,2.2
3606,7,3.4
2008,30,3.2
4653,19,4.0
3624,41,4.4
3371,3,4.1
4884,31,2.9
1645,8,3.0
1752,15,1.0
2325,2,2.1
3511,9,1.4
3476,14,4.0
2540,14,4.4
4487,12,4.7
2608,29,4.4
1780,31,4.9
192,11,4.2
2078,5,3.3
4313,8,4.2
2002,1,4.5
2625,4,3.1
3764,34,4.5
3240,4,3.2
1269,11,4.6
58,26,4.5
4484,33,4.8
3859,4,4.7
2198,27,4.1
1280,15,1.3
887,23,2.0
19,10,3.7
973,19,3.4
2705,30,1.3
3520,4,3.3
2079,20,3.2
2599,25,1.1
4566,40,4.5
4331,12,2.0
174,17,4.4
2455,16,3.9
3738,5,4.1
1476,15,3.8
4157,40,2.2
468,1,4.4
2477,4,1.9
1652,10,4.4
1110,29,3.5
1832,19,2.6
3122,26,2.6
2677,32,2.9
903,14,1.1
2234,25,2.4
4846,12,2.9
1353,12,1.4
1121,1,3.5
4583,6,1.5
1685,40,4.8
727,14,2.9
744,11,2.9
1708,35,1.1
1068,10,2.2
4507,22,4.0
1382,22,3.5
1905,31,2.4
3554,3,2.6
3783,27,4.8
2390,19,4.0
3534,31,4.9
3993,9,4.3
431,31,4.0
3968,2,1.2
3630,21,4.2
1716,14,3.7
4777,26,3.2
2840,37,3.0
4075,35,3.4
1883,1,1.4
2983,8,4.5
1270,10,4.9
3686,38,4.6
1052,3,2.1
2096,31,2.7
182,29,3.8
335,27,1.7
1540,26,3.9
508,31,2.5
4460,3,1.2
2572,21,2.0
640,33,3.2
444,26,2.1
888,29,2.7
4950,29,2.8
723,12,4.9
1327,29,4.9
140,8,1.7
2876,4,2.9
4066,29,2.3
3848,6,3.4
2299,19,3.3
1739,9,3.0
2473,13,1.9
2280,37,2.9
3719,9,3.2
3522,38,4.8
4721,14,4.8
4440,17,1.3
4496,19,3.8
2658,11,2.5
1528,30,1.2
2558,9,2.6
2824,23,3.4
2581,7,4.8
2666,18,2.3
3875,13,1.1
4189,36,4.9
4426,15,4.7
1604,26,4.2
3142,19,3.7
4367,24,1.5
69,6,4.1
4906,14,2.3
789,18,2.6
4752,31,3.0
945,22,3.8
418,24,2.6
1609,9,3.9
4563,16,4.0
908,9,3.7
815,9,4.4
1363,2,1.8
2426,5,2.7
1895,34,1.1
2676,24,2.5
4501,9,2.6
2454,38,4.2
2043,18,4.6
1749,36,2.0
4197,24,1.6
2194,14,1.6
3300,17,4.7
294,38,3.4
3527,2,2.7
1167,36,1.3
1340,17,3.2
297,32,1.9
376,31,3.6
2790,21,1.6
1878,21,2.6
1190,1,1.4
172,32,1.8
4063,2,3.5
2288,3,4.5
2249,29,4.9
1236,34,2.3
2736,38,4.3
4580,31,1.6
2793,11,4.0
4542,17,1.3
2194,3,3.0
1584,15,3.2
40,31,4.0
2526,17,2.3
4043,15,4.1
1815,4,4.6
885,16,1.6
3817,14,1.2
2763,14,4.2
2601,36,3.6
3650,26,3.0
2699,8,1.0
4680,28,3.5
4274,12,4.0
